Frequency(Hz),  Magnitude(dB),   Phase(deg)
13309.021, 80.7423, 142.6285
13309.204, 79.4125, 141.0210
13309.387, 79.7765, 144.2175
13309.570, 80.0318, 142.3775
13309.753, 79.3519, 139.5822
13309.937, 79.4505, 137.0333
13310.120, 78.5477, 139.5027
13310.303, 78.5896, 138.9198
13310.486, 78.7666, 137.7953
13310.669, 78.2565, 136.3928
13310.852, 77.7363, 131.5789
13311.035, 77.5691, 139.7826
13311.218, 77.4484, 136.6963
13311.401, 77.3311, 131.3472
13311.584, 77.0282, 136.2720
13311.768, 76.8262, 132.7982
13311.951, 76.2790, 128.7856
13312.134, 74.7077, 131.7278
13312.317, 75.6841, 130.6967
13312.500, 74.4144, 137.7823
13312.683, 73.5954, 134.4899
13312.866, 74.1432, 139.6019
13313.049, 73.5069, 144.4974
13313.232, 73.8287, 141.1617
13313.416, 74.2124, 147.4561
13313.599, 72.3989, 142.2303
13313.782, 73.6973, 146.9982
13313.965, 73.5375, 151.9804
13314.148, 72.5675, 151.9524
13314.331, 73.7653, 145.4514
13314.514, 72.6236, 149.5222
13314.697, 71.7496, 162.3254
13314.880, 73.8863, 160.4433
13315.063, 72.4612, 160.8886
13315.247, 73.3961, 160.1125
13315.430, 73.5218, 160.6361
13315.613, 73.2915, 161.6161
13315.796, 72.7208, 169.6107
13315.979, 74.7588, 165.1551
13316.162, 73.9157, 166.6557
13316.345, 74.9363, 161.6912
13316.528, 73.1936, 169.4102
13316.711, 75.1767, 156.3074
13316.895, 74.3324, 164.8456
13317.078, 73.2624, 166.8481
13317.261, 74.1979, 163.8436
13317.444, 75.6220, 166.7100
13317.627, 74.6380, 165.5736
13317.810, 75.5105, 148.9434
13317.993, 73.0081, 161.4835
13318.176, 74.4969, 161.5120
13318.359, 74.0472, 165.7081
13318.542, 73.9889, 157.4828
13318.726, 73.7683, 161.4447
13318.909, 74.5056, 159.8216
13319.092, 73.5650, 158.2107
13319.275, 72.9673, 161.5207
13319.458, 73.2606, 159.1046
13319.641, 73.3278, 172.2491
13319.824, 73.7565, 158.2724
13320.007, 72.8735, 169.9055
13320.190, 73.0680, 160.7318
13320.374, 73.0873, 174.1919
13320.557, 72.5888, 160.1002
13320.740, 72.8047, 168.3720
13320.923, 71.6221, -176.5973
13321.106, 73.7627, 173.4429
13321.289, 72.8979, 175.4909
13321.472, 73.0331, 179.5713
13321.655, 73.3903, 179.4884
13321.838, 73.1722, 177.1045
13322.021, 72.7053, -170.6867
13322.205, 74.4093, -170.8595
13322.388, 75.1180, -177.5247
13322.571, 73.5056, -171.2917
13322.754, 75.3824, -174.1767
13322.937, 75.0773, -174.4808
13323.120, 75.4750, -169.6560
13323.303, 75.4372, -173.2110
13323.486, 75.9480, -171.4572
13323.669, 76.9491, -174.2483
13323.853, 76.0544, -175.9473
13324.036, 76.9528, -173.0210
13324.219, 76.2898, -179.0014
13324.402, 77.2489, -172.2198
13324.585, 77.2895, -176.8356
13324.768, 77.0592, -176.3964
13324.951, 77.7761, -175.8456
13325.134, 78.1269, -174.6575
13325.317, 78.0330, 176.8314
13325.500, 78.0782, 179.6322
13325.684, 77.9532, -177.9686
13325.867, 78.8589, 179.5598
13326.050, 78.2794, 174.9699
13326.233, 78.5241, 175.8687
13326.416, 78.4664, 177.4878
13326.599, 78.4317, 175.4128
13326.782, 79.1299, 178.5503
13326.965, 78.7248, 176.0706
13327.148, 79.8851, 170.6929
13327.332, 78.7800, 173.2374
13327.515, 79.6733, 170.9827
13327.698, 78.6226, 168.4960
13327.881, 78.9721, 173.1479
13328.064, 79.2108, 171.2743
13328.247, 79.3716, 173.9269
13328.430, 79.8535, 172.7560
13328.613, 80.0950, 168.9898
13328.796, 79.6708, 170.9078
13328.979, 80.2693, 166.7932
13329.163, 80.1494, 169.8968
13329.346, 80.6345, 171.2647
13329.529, 80.2510, 165.3243
13329.712, 81.2233, 167.3778
13329.895, 81.6501, 165.6434
13330.078, 80.9866, 159.5949
13330.261, 81.1645, 161.6651
13330.444, 81.3346, 158.3292
13330.627, 81.3914, 158.5158
13330.811, 81.3937, 156.2919
13330.994, 81.7179, 156.0341
13331.177, 81.5327, 154.3625
13331.360, 81.3148, 150.5032
13331.543, 81.3912, 153.0583
13331.726, 81.7431, 150.2028
13331.909, 81.1426, 147.8850
13332.092, 81.8075, 149.5408
13332.275, 81.6031, 146.2213
13332.458, 81.4340, 146.2136
13332.642, 81.9701, 143.7583
13332.825, 81.3533, 141.5999
13333.008, 80.9406, 141.8078
13333.191, 81.2613, 140.0501
13333.374, 80.9620, 145.0902
13333.557, 81.8527, 140.6236
13333.740, 81.1249, 139.0314
13333.923, 81.4315, 138.4385
13334.106, 81.1017, 137.6322
13334.290, 81.3269, 137.9809
13334.473, 81.4484, 135.8844
13334.656, 80.9982, 135.8734
13334.839, 81.2540, 133.6837
13335.022, 81.3717, 138.0898
13335.205, 81.1849, 133.4868
13335.388, 81.6380, 134.2543
13335.571, 81.4803, 129.9551
13335.754, 81.2667, 131.7387
13335.938, 81.6108, 126.9942
13336.121, 81.2776, 130.4793
13336.304, 81.2190, 127.5622
13336.487, 81.1049, 124.5463
13336.670, 81.0945, 127.8634
13336.853, 81.1972, 125.9538
13337.036, 81.7176, 124.3662
13337.219, 80.8732, 122.1251
13337.402, 81.1559, 124.0887
13337.585, 81.3262, 119.5016
13337.769, 81.3315, 116.6491
13337.952, 80.4901, 121.0443
13338.135, 80.7355, 114.9196
13338.318, 80.1459, 115.7436
13338.501, 80.4943, 116.9100
13338.684, 79.8528, 113.8091
13338.867, 80.2880, 123.3094
13339.050, 80.4074, 111.9816
13339.233, 79.9711, 117.6490
13339.417, 79.9469, 115.1716
13339.600, 80.2025, 112.8197
13339.783, 79.6848, 122.1529
13339.966, 80.2633, 108.2840
13340.149, 79.4162, 109.7308
13340.332, 80.3305, 116.5401
13340.515, 78.0325, 106.9211
13340.698, 78.6408, 115.0806
13340.881, 79.0916, 113.8873
13341.064, 79.1518, 119.5026
13341.248, 78.6957, 122.4876
13341.431, 80.0900, 109.5815
13341.614, 78.5167, 121.7243
13341.797, 79.2657, 115.3579
13341.980, 80.2734, 117.5867
13342.163, 78.3352, 117.7749
13342.346, 80.2870, 108.3991
13342.529, 78.9738, 112.4687
13342.712, 78.2843, 112.9464
13342.896, 78.0594, 115.8990
13343.079, 79.5352, 121.7417
13343.262, 77.3651, 111.9801
13343.445, 79.0913, 122.0180
13343.628, 79.1950, 126.1073
13343.811, 78.8805, 116.1001
13343.994, 79.4226, 129.0878
13344.177, 79.9652, 121.3783
13344.360, 79.3496, 121.7260
13344.543, 81.0830, 124.7378
13344.727, 79.8420, 113.7253
13344.910, 80.0370, 122.7480
13345.093, 80.3311, 121.4297
13345.276, 80.6788, 117.6865
13345.459, 80.3369, 114.4386
13345.642, 80.2910, 125.5555
13345.825, 80.5164, 124.7426
13346.008, 81.5902, 115.6812
13346.191, 80.9087, 121.0411
13346.375, 81.3162, 121.3376
13346.558, 82.0367, 119.6252
13346.741, 81.8196, 112.0395
13346.924, 82.3391, 123.5789
13347.107, 82.2624, 113.4007
13347.290, 82.7429, 115.6850
13347.473, 82.6363, 109.0379
13347.656, 82.9621, 113.6673
13347.839, 82.8693, 101.1620
13348.022, 82.7644, 112.0427
13348.206, 82.8404, 110.8820
13348.389, 82.4685, 102.2830
13348.572, 83.8892, 110.3550
13348.755, 83.5686, 100.4158
13348.938, 83.0810, 99.1057
13349.121, 83.6695, 102.4044
13349.304, 83.0570, 100.7783
13349.487, 83.7053, 99.4014
13349.670, 84.4286, 97.3322
13349.854, 83.8091, 93.0892
13350.037, 84.3008, 94.0887
13350.220, 84.0021, 87.6335
13350.403, 84.2799, 87.5048
13350.586, 83.4032, 84.4565
13350.769, 83.8135, 84.0767
13350.952, 83.5047, 83.7816
13351.135, 83.8773, 86.6492
13351.318, 83.3920, 83.0797
13351.501, 84.6384, 81.7286
13351.685, 83.5415, 76.6926
13351.868, 84.0265, 78.0283
13352.051, 84.5652, 74.0266
13352.234, 83.3951, 72.1110
13352.417, 84.4650, 72.7912
13352.600, 83.9624, 61.9653
13352.783, 82.9647, 65.0310
13352.966, 83.2162, 68.4382
13353.149, 83.3370, 65.4712
13353.333, 83.5077, 57.7499
13353.516, 82.7595, 66.9730
13353.699, 82.8229, 62.2895
13353.882, 83.5552, 59.3703
13354.065, 83.6728, 56.2560
13354.248, 82.7443, 49.9478
13354.431, 82.5313, 45.9827
13354.614, 81.1178, 54.6759
13354.797, 81.7664, 53.1657
13354.980, 82.3987, 52.6028
13355.164, 81.7781, 50.1152
13355.347, 81.9392, 48.0715
13355.530, 82.0143, 47.2144
13355.713, 81.3524, 41.3525
13355.896, 80.9787, 46.1026
13356.079, 80.8818, 37.4473
13356.262, 80.4091, 46.2697
13356.445, 80.7496, 44.3346
13356.628, 80.5219, 34.0471
13356.812, 80.3971, 43.5902
13356.995, 79.3367, 40.9075
13357.178, 80.3272, 37.9128
13357.361, 79.5763, 38.9309
13357.544, 79.7548, 33.7143
13357.727, 79.4355, 40.5590
13357.910, 79.3182, 34.6836
13358.093, 79.5676, 33.4624
13358.276, 77.7710, 29.0515
13358.459, 78.7581, 30.9465
13358.643, 78.9375, 33.3042
13358.826, 77.3283, 31.3458
13359.009, 77.5911, 31.8402
13359.192, 77.6081, 30.2044
13359.375, 77.6122, 31.6567
13359.558, 77.7207, 20.5315
13359.741, 75.9750, 32.8911
13359.924, 76.6500, 32.0263
13360.107, 76.5892, 16.9730
13360.291, 75.2491, 32.7848
13360.474, 75.9598, 25.2995
13360.657, 75.5676, 21.3627
13360.840, 72.7333, 19.8444
13361.023, 72.8739, 31.3663
13361.206, 73.2227, 25.6262
13361.389, 73.4780, 47.3139
13361.572, 73.7636, 23.0090
13361.755, 71.5582, 55.7132
13361.938, 74.0988, 41.0808
13362.122, 72.6614, 26.2280
13362.305, 72.0611, 42.0539
13362.488, 72.5978, 48.1177
13362.671, 70.1160, 24.8257
13362.854, 70.7371, 63.6346
13363.037, 70.9533, 61.3714
13363.220, 71.5167, 57.6062
13363.403, 71.0527, 58.0480
13363.586, 72.3950, 59.4280
13363.770, 70.8121, 71.1867
13363.953, 72.5983, 80.7728
13364.136, 73.7837, 59.6917
13364.319, 71.5017, 79.6735
13364.502, 73.9994, 68.7906
13364.685, 71.8031, 72.1002
13364.868, 72.9658, 75.4304
13365.051, 75.4420, 81.9042
13365.234, 72.4064, 70.8575
13365.417, 73.4528, 81.8529
13365.601, 76.4049, 87.9582
13365.784, 75.6191, 72.8998
13365.967, 75.7543, 79.1554
13366.150, 76.4082, 72.1002
13366.333, 75.6893, 74.2257
13366.516, 76.9021, 75.0093
13366.699, 75.8258, 72.0276
13366.882, 76.5970, 72.8685
13367.065, 77.1670, 69.4215
13367.249, 77.1780, 72.8685
13367.432, 76.3793, 67.9945
13367.615, 77.6854, 65.8188
13367.798, 76.9815, 70.9328
13367.981, 77.8517, 63.0270
13368.164, 76.6433, 62.3938
13368.347, 77.9456, 63.6465
13368.530, 77.0084, 58.2127
13368.713, 76.4068, 63.5107
13368.896, 77.4632, 66.6416
13369.080, 77.9780, 58.5071
13369.263, 77.2517, 58.9814
13369.446, 77.8726, 58.8425
13369.629, 76.6784, 50.7317
13369.812, 76.4590, 53.8174
13369.995, 76.9139, 64.7243
13370.178, 76.6111, 60.7761
13370.361, 77.8753, 60.9537
13370.544, 77.7298, 49.9672
13370.728, 76.7419, 55.8286
13370.911, 76.7392, 52.7088
13371.094, 77.3117, 58.0403
13371.277, 77.0123, 50.8420
13371.460, 76.0952, 52.4828
13371.643, 75.9478, 58.4432
13371.826, 77.0121, 54.9778
13372.009, 76.5224, 57.0743
13372.192, 76.1719, 56.0001
13372.375, 76.5856, 61.3108
13372.559, 77.7381, 58.2102
13372.742, 76.3004, 51.4817
13372.925, 76.3887, 50.6920
13373.108, 76.7219, 64.6720
13373.291, 75.5960, 56.5472
13373.474, 76.4151, 63.3395
13373.657, 77.0273, 68.6214
13373.840, 77.9196, 62.3231
13374.023, 76.7204, 62.4591
13374.207, 78.8606, 61.9620
13374.390, 77.5979, 62.9044
13374.573, 77.9876, 57.8664
13374.756, 77.8834, 62.7103
13374.939, 78.6706, 61.0815
13375.122, 78.8098, 56.7142
13375.305, 78.2124, 58.9838
13375.488, 79.0083, 58.0927
13375.671, 78.7219, 61.6932
13375.854, 79.4279, 57.3583
13376.038, 79.6143, 54.2143
13376.221, 79.4159, 52.2841
13376.404, 79.5165, 52.5610
13376.587, 79.5399, 51.3837
13376.770, 79.5445, 50.8440
13376.953, 79.6517, 47.7814
13377.136, 79.4475, 49.1117
13377.319, 79.9383, 49.9648
13377.502, 79.8796, 47.7165
13377.686, 80.1298, 42.5412
13377.869, 79.8224, 43.4127
13378.052, 80.0364, 42.3019
13378.235, 79.8679, 38.8327
13378.418, 78.9039, 42.4498
13378.601, 80.1529, 42.9186
13378.784, 79.9651, 37.1138
13378.967, 79.6786, 40.6338
13379.150, 80.1719, 35.3309
13379.333, 79.8064, 34.3531
13379.517, 79.6010, 35.5163
13379.700, 79.5189, 34.4695
13379.883, 79.7137, 35.1391
13380.066, 79.8953, 31.4876
13380.249, 80.0312, 28.6060
13380.432, 79.2340, 28.2341
13380.615, 78.9810, 28.0227
13380.798, 78.7000, 27.5419
13380.981, 79.0009, 30.2204
13381.165, 78.9559, 30.0826
13381.348, 78.8502, 26.2073
13381.531, 78.4857, 29.2073
13381.714, 79.4116, 28.7963
13381.897, 78.4799, 22.7149
13382.080, 78.2845, 27.3790
13382.263, 77.8223, 25.4288
13382.446, 78.3980, 29.5822
13382.629, 78.5687, 29.4532
13382.813, 77.9041, 29.0921
13382.996, 78.1542, 24.0670
13383.179, 77.9025, 30.6740
13383.362, 77.8714, 30.6210
13383.545, 78.4954, 28.3128
13383.728, 77.2457, 33.3079
13383.911, 78.7945, 33.5254
13384.094, 78.2993, 30.9264
13384.277, 78.6554, 32.0949
13384.460, 78.6523, 29.0508
13384.644, 77.9387, 32.0921
13384.827, 78.6815, 35.0982
13385.010, 78.9937, 33.5253
13385.193, 79.1333, 32.1049
13385.376, 79.5211, 32.4992
13385.559, 78.7971, 29.0146
13385.742, 79.4418, 32.9230
13385.925, 79.5889, 32.6870
13386.108, 79.7043, 29.3434
13386.292, 79.6588, 34.0935
13386.475, 80.5990, 28.9429
13386.658, 80.6909, 28.9883
13386.841, 80.4715, 23.2956
13387.024, 80.3096, 23.7572
13387.207, 80.0818, 25.7278
13387.390, 80.8694, 24.5598
13387.573, 80.6197, 21.7716
13387.756, 80.9558, 23.0846
13387.939, 81.2450, 17.1375
13388.123, 80.7876, 14.1210
13388.306, 80.4790, 18.3246
13388.489, 80.8753, 16.4184
13388.672, 80.9228, 11.3758
13388.855, 80.8439, 15.1347
13389.038, 81.0358, 9.7385
13389.221, 79.9073, 8.3259
13389.404, 80.3800, 13.5787
13389.587, 80.9887, 11.4347
13389.771, 81.1113, 7.1977
13389.954, 80.6111, 5.5762
13390.137, 81.0149, 5.0307
13390.320, 80.5060, 0.8156
13390.503, 80.7436, 3.4099
13390.686, 80.2667, -3.2907
13390.869, 79.8058, -0.5039
13391.052, 79.4985, -1.0447
13391.235, 80.3171, 0.7921
13391.418, 79.1958, -2.1259
13391.602, 80.0505, -0.6814
13391.785, 80.3828, -4.0614
13391.968, 79.2078, -10.4276
13392.151, 78.8326, -5.1060
13392.334, 79.2698, -7.6093
13392.517, 78.2633, -6.5832
13392.700, 78.6491, -0.5800
13392.883, 78.6862, -11.4357
13393.066, 78.3312, -3.2364
13393.250, 78.6121, -4.8893
13393.433, 78.2904, -9.6050
13393.616, 77.9052, -3.2469
13393.799, 78.3462, -9.6776
13393.982, 77.3752, -10.9990
13394.165, 77.4487, -5.2878
13394.348, 76.4286, -9.7308
13394.531, 77.1709, -3.0934
13394.714, 77.0145, 7.3251
13394.897, 77.1092, -8.6382
13395.081, 77.3958, 3.0413
13395.264, 76.8709, -3.0938
13395.447, 77.2267, -2.1008
13395.630, 76.6613, 2.7567
13395.813, 77.5067, 2.0422
13395.996, 76.4890, -1.8356
13396.179, 76.3550, 6.9408
13396.362, 77.2802, 5.5910
13396.545, 77.2873, 5.6570
13396.729, 77.0063, 2.1625
13396.912, 77.2046, 10.4368
13397.095, 77.2985, 6.4244
13397.278, 77.0083, 10.4067
13397.461, 78.4157, 9.9261
13397.644, 78.3179, 8.8726
13397.827, 77.1768, 9.8947
13398.010, 79.1665, 7.3414
13398.193, 77.7699, 7.4396
13398.376, 78.4164, 8.5183
13398.560, 78.6992, 12.8292
13398.743, 78.0492, 3.5600
13398.926, 78.8927, 12.8291
13399.109, 79.4690, 12.3177
13399.292, 79.1850, 6.5730
13399.475, 79.5670, 10.0892
13399.658, 80.0187, 3.4231
13399.841, 79.4349, 8.8747
13400.024, 79.3136, 4.9397
13400.208, 79.9661, 5.4061
13400.391, 80.2311, 8.3382
13400.574, 80.4642, 3.0990
13400.757, 80.5656, 4.8535
13400.940, 80.3413, -1.7029
13401.123, 79.7419, 2.6150
13401.306, 80.4372, 2.6864
13401.489, 80.9514, 1.5584
13401.672, 81.0086, 1.0432
13401.855, 80.5134, -2.7596
13402.039, 81.1682, -2.8813
13402.222, 80.5159, -0.1709
13402.405, 81.1010, -5.5522
13402.588, 81.1131, -2.0950
13402.771, 80.8338, -4.8071
13402.954, 81.2708, -3.8917
13403.137, 81.6285, -4.2287
13403.320, 81.3220, -6.0519
13403.503, 82.0767, -10.8489
13403.687, 81.1520, -9.2561
13403.870, 81.3585, -9.6178
13404.053, 81.6485, -10.2356
13404.236, 81.6873, -9.9972
13404.419, 82.0718, -13.0282
13404.602, 81.3617, -16.0267
13404.785, 82.0820, -9.5919
13404.968, 81.7093, -14.6734
13405.151, 82.8595, -16.0416
13405.334, 82.0884, -18.8628
13405.518, 82.3572, -23.2061
13405.701, 81.2521, -21.4808
13405.884, 82.1826, -20.3940
13406.067, 81.8569, -22.9935
13406.250, 81.8648, -22.7200
13406.433, 81.5536, -20.7148
13406.616, 82.5900, -26.4172
13406.799, 82.0932, -26.5601
13406.982, 82.1331, -26.4676
13407.166, 81.5362, -30.1293
13407.349, 82.4671, -30.5708
13407.532, 81.5707, -32.6580
13407.715, 81.5984, -31.6901
13407.898, 81.9203, -29.0948
13408.081, 82.0715, -38.7422
13408.264, 81.2641, -34.6403
13408.447, 81.5637, -38.8223
13408.630, 81.1193, -38.4522
13408.813, 80.6905, -34.7531
13408.997, 80.8977, -37.7010
13409.180, 80.9935, -36.0316
13409.363, 80.6015, -37.9541
13409.546, 81.4333, -37.6057
13409.729, 80.7346, -40.7751
13409.912, 80.7754, -39.2152
13410.095, 80.4309, -37.3471
13410.278, 81.3381, -45.5900
13410.461, 79.8192, -38.6773
13410.645, 80.2471, -42.5456
13410.828, 80.1084, -37.7975
13411.011, 81.1230, -41.9099
13411.194, 79.8405, -45.4214
13411.377, 80.1447, -40.8561
13411.560, 79.9579, -39.6789
13411.743, 80.3497, -44.6401
13411.926, 80.0390, -43.2592
13412.109, 79.8949, -40.8543
13412.292, 80.3084, -44.4513
13412.476, 79.5579, -46.5381
13412.659, 79.9050, -47.9511
13412.842, 79.4270, -40.9415
13413.025, 79.1826, -45.9454
13413.208, 80.1680, -44.6923
13413.391, 78.8546, -50.3671
13413.574, 77.8051, -45.2970
13413.757, 78.9097, -36.1011
13413.940, 79.0757, -48.7178
13414.124, 78.3445, -34.6459
13414.307, 78.6328, -41.8303
13414.490, 79.4753, -33.3417
13414.673, 78.4659, -46.7934
13414.856, 78.7055, -35.6726
13415.039, 78.7345, -27.8307
13415.222, 79.6639, -38.1802
13415.405, 79.5434, -33.9109
13415.588, 79.0686, -40.6163
13415.771, 78.9005, -30.8560
13415.955, 79.5871, -30.0692
13416.138, 79.9231, -34.5442
13416.321, 79.7360, -30.6007
13416.504, 80.2297, -30.3823
13416.687, 80.1937, -34.0972
13416.870, 80.9083, -27.1024
13417.053, 80.5348, -35.5245
13417.236, 81.3792, -32.9008
13417.419, 80.8306, -33.0232
13417.603, 81.7530, -36.4865
13417.786, 80.5402, -34.7546
13417.969, 81.6915, -35.4423
13418.152, 81.3282, -32.4843
13418.335, 82.0787, -35.3299
13418.518, 82.1462, -37.3433
13418.701, 82.1944, -38.2672
13418.884, 82.2846, -39.0536
13419.067, 82.0675, -39.4070
13419.250, 82.3536, -38.4684
13419.434, 83.1177, -38.6976
13419.617, 82.4241, -43.3940
13419.800, 83.2607, -42.6039
13419.983, 82.8310, -43.4500
13420.166, 83.1407, -43.4045
13420.349, 82.9815, -44.8905
13420.532, 83.8520, -45.7507
13420.715, 83.4241, -50.4340
13420.898, 83.4882, -48.4775
13421.082, 83.8559, -47.2698
13421.265, 83.4740, -54.0013
13421.448, 83.9018, -52.1070
13421.631, 83.9593, -51.6621
13421.814, 84.2433, -59.7149
13421.997, 83.4544, -53.9158
13422.180, 83.7043, -58.0791
13422.363, 84.2196, -57.0067
13422.546, 84.1488, -60.0886
13422.729, 83.7047, -61.5140
13422.913, 84.4256, -60.1142
13423.096, 84.0359, -65.3986
13423.279, 83.7847, -65.7254
13423.462, 83.8802, -63.3152
13423.645, 83.8210, -65.2632
13423.828, 83.8977, -65.6190
13424.011, 84.1674, -64.8665
13424.194, 84.1036, -68.7717
13424.377, 84.7170, -68.9167
13424.561, 83.6543, -70.9629
13424.744, 84.5977, -69.8309
13424.927, 83.6561, -73.6263
13425.110, 84.2357, -69.6189
13425.293, 84.7733, -74.5152
13425.476, 84.0810, -74.5208
13425.659, 84.2805, -74.6444
13425.842, 84.4107, -76.5993
13426.025, 84.7435, -76.8112
13426.208, 84.4973, -78.6769
13426.392, 84.5506, -79.9128
13426.575, 84.9301, -82.4754
13426.758, 84.3168, -82.5713
13426.941, 84.9638, -85.5081
13427.124, 84.1942, -85.5053
13427.307, 84.8025, -86.2641
13427.490, 84.5658, -89.2698
13427.673, 84.4987, -92.6376
13427.856, 84.3737, -88.6528
13428.040, 84.1365, -94.5042
13428.223, 84.1615, -90.8726
13428.406, 84.3915, -94.5860
13428.589, 84.3730, -93.9389
13428.772, 84.3098, -98.1258
13428.955, 84.0388, -102.4927
13429.138, 84.2136, -97.2915
13429.321, 83.1373, -99.2906
13429.504, 84.1978, -100.0140
13429.688, 83.6401, -101.5243
13429.871, 84.4167, -104.2786
13430.054, 83.1890, -103.4938
13430.237, 83.8663, -109.0249
13430.420, 83.2371, -105.0047
13430.603, 83.2995, -109.5092
13430.786, 82.8416, -107.6602
13430.969, 83.3878, -111.3469
13431.152, 82.6797, -113.0686
13431.335, 82.2018, -106.3053
13431.519, 82.5207, -110.1188
13431.702, 82.7529, -110.7153
13431.885, 82.4743, -112.5811
13432.068, 82.3164, -107.8090
13432.251, 82.4788, -115.1642
13432.434, 82.4336, -113.8892
13432.617, 81.4997, -111.1355
13432.800, 82.1132, -111.3826
13432.983, 82.6318, -111.2659
13433.167, 82.3856, -117.6643
13433.350, 81.8580, -115.8789
13433.533, 82.0208, -115.0349
13433.716, 81.6002, -112.4825
13433.899, 82.4118, -116.0126
13434.082, 82.4147, -118.1551
13434.265, 81.9691, -120.2835
13434.448, 82.0939, -119.5739
13434.631, 81.7239, -123.6865
13434.814, 81.6570, -117.7623
13434.998, 81.5854, -123.7520
13435.181, 81.8491, -121.9348
13435.364, 82.0764, -123.4492
13435.547, 81.4014, -127.9933
13435.730, 81.3132, -125.7948
