Frequency(Hz),  Magnitude(dB),   Phase(deg)
13158.691, 75.1200, 158.3167
13158.875, 74.4343, 158.7944
13159.058, 74.2596, 169.4644
13159.241, 74.9719, 172.0331
13159.424, 76.0503, 179.0450
13159.607, 76.8941, 170.5129
13159.790, 76.7889, 168.4110
13159.973, 75.2382, 167.9833
13160.156, 76.9580, 172.5273
13160.339, 75.3311, 174.0810
13160.522, 75.8498, 173.3499
13160.706, 77.0184, -171.3285
13160.889, 77.3010, -178.9111
13161.072, 78.3391, -179.2332
13161.255, 78.7271, -178.0750
13161.438, 78.9417, 173.8539
13161.621, 77.8438, -179.0911
13161.804, 79.2959, -176.8071
13161.987, 79.4666, 177.7062
13162.170, 80.6703, -178.7980
13162.354, 80.7521, 175.6386
13162.537, 80.4478, 170.3190
13162.720, 80.6086, 174.1839
13162.903, 81.2870, 171.2116
13163.086, 80.7065, 170.9296
13163.269, 81.4026, 170.9914
13163.452, 82.3221, 170.3399
13163.635, 81.9011, 166.4097
13163.818, 82.6693, 167.5244
13164.001, 83.0482, 161.1353
13164.185, 82.8947, 156.1402
13164.368, 82.5153, 157.3626
13164.551, 82.6622, 151.9611
13164.734, 82.9375, 156.8024
13164.917, 83.0375, 150.3218
13165.100, 83.0303, 149.5257
13165.283, 82.5301, 146.1270
13165.466, 83.3091, 149.3929
13165.649, 82.8754, 145.2802
13165.833, 83.7149, 143.1018
13166.016, 83.6754, 141.2329
13166.199, 82.8545, 135.7422
13166.382, 83.7593, 138.6390
13166.565, 83.0646, 129.4219
13166.748, 83.3889, 130.6449
13166.931, 82.6860, 132.1027
13167.114, 82.6550, 128.2628
13167.297, 83.0145, 128.5307
13167.480, 83.3138, 125.9703
13167.664, 82.8986, 121.2620
13167.847, 82.2627, 117.4079
13168.030, 82.3197, 120.0563
13168.213, 82.0085, 119.8482
13168.396, 82.4521, 118.9408
13168.579, 82.0967, 116.8630
13168.762, 81.4270, 110.8040
13168.945, 81.7200, 114.3807
13169.128, 81.2316, 110.9889
13169.312, 81.0693, 115.9775
13169.495, 81.2950, 112.7155
13169.678, 81.5502, 108.7795
13169.861, 80.2776, 114.9354
13170.044, 81.1088, 106.2612
13170.227, 80.8034, 106.8046
13170.410, 79.9692, 109.2020
13170.593, 80.2252, 111.3753
13170.776, 80.6350, 109.0386
13170.959, 80.8062, 107.3541
13171.143, 79.7388, 104.3176
13171.326, 79.7268, 106.4554
13171.509, 80.5864, 105.2345
13171.692, 79.7157, 107.2441
13171.875, 80.1011, 105.7566
13172.058, 79.7943, 100.1788
13172.241, 79.2994, 104.6390
13172.424, 80.1364, 104.8385
13172.607, 79.7022, 99.5530
13172.791, 79.0847, 106.2730
13172.974, 80.1289, 95.1920
13173.157, 79.5621, 100.9700
13173.340, 78.9017, 99.4634
13173.523, 78.8643, 93.8909
13173.706, 78.3003, 100.5067
13173.889, 79.2962, 99.1362
13174.072, 79.1679, 102.1562
13174.255, 79.4850, 91.6758
13174.438, 78.4201, 95.4627
13174.622, 78.4980, 97.8594
13174.805, 79.0934, 89.1842
13174.988, 77.8029, 96.1967
13175.171, 79.0175, 91.4900
13175.354, 78.2772, 91.7111
13175.537, 78.2200, 85.3839
13175.720, 78.1458, 85.4853
13175.903, 76.5409, 87.8910
13176.086, 76.3432, 88.7577
13176.270, 77.4307, 87.9616
13176.453, 76.7616, 89.8715
13176.636, 76.0117, 89.0516
13176.819, 75.9449, 87.2977
13177.002, 76.6425, 95.8486
13177.185, 76.1657, 87.6775
13177.368, 75.3919, 90.2782
13177.551, 76.5660, 93.1984
13177.734, 75.9665, 91.1863
13177.917, 75.7230, 90.2665
13178.101, 75.3630, 91.5493
13178.284, 75.6969, 88.1910
13178.467, 75.0969, 93.5967
13178.650, 75.1612, 88.7018
13178.833, 74.8564, 94.0028
13179.016, 74.7958, 85.5080
13179.199, 74.0281, 92.9181
13179.382, 73.7329, 103.1618
13179.565, 74.2616, 96.8876
13179.749, 74.9209, 98.2003
13179.932, 73.7347, 101.4967
13180.115, 73.6949, 99.6178
13180.298, 74.3941, 99.1501
13180.481, 74.6912, 112.2851
13180.664, 73.7782, 104.5976
13180.847, 75.2267, 108.0066
13181.030, 75.2910, 107.4707
13181.213, 74.4539, 105.8413
13181.396, 75.9545, 108.7749
13181.580, 75.7535, 106.6877
13181.763, 74.9211, 104.7629
13181.946, 76.2921, 111.2425
13182.129, 76.7087, 96.8500
13182.312, 74.5499, 107.6212
13182.495, 77.2441, 106.8073
13182.678, 76.1748, 98.9955
13182.861, 75.5908, 100.9394
13183.044, 77.2997, 97.2930
13183.228, 75.7733, 97.4198
13183.411, 75.8548, 88.9216
13183.594, 75.2153, 93.6553
13183.777, 76.4237, 93.5783
13183.960, 73.4716, 90.2025
13184.143, 73.7491, 92.2485
13184.326, 73.4004, 106.8703
13184.509, 76.5054, 103.0260
13184.692, 74.4986, 91.8028
13184.875, 74.5856, 102.1673
13185.059, 74.9035, 93.0643
13185.242, 74.0996, 89.7404
13185.425, 72.9775, 99.1671
13185.608, 73.8014, 106.7213
13185.791, 74.5809, 98.8535
13185.974, 72.4576, 102.9303
13186.157, 73.8186, 114.2694
13186.340, 75.0039, 94.3966
13186.523, 72.0739, 106.6926
13186.707, 74.1644, 111.9228
13186.890, 73.0925, 115.9773
13187.073, 74.1113, 104.4756
13187.256, 73.4262, 112.7574
13187.439, 73.7250, 115.7798
13187.622, 74.5281, 111.6651
13187.805, 74.3020, 120.2910
13187.988, 72.0825, 117.9450
13188.171, 74.9072, 119.4047
13188.354, 75.9878, 131.3949
13188.538, 75.0167, 107.7828
13188.721, 74.9176, 120.9471
13188.904, 74.6993, 128.0701
13189.087, 76.2805, 124.4751
13189.270, 75.5722, 120.1418
13189.453, 75.9861, 124.5359
13189.636, 75.5343, 126.7905
13189.819, 76.4323, 126.5567
13190.002, 77.0485, 129.5556
13190.186, 77.7484, 125.9816
13190.369, 77.6572, 124.4961
13190.552, 77.3567, 124.9178
13190.735, 77.7002, 125.2471
13190.918, 78.6634, 126.7050
13191.101, 79.2810, 122.2296
13191.284, 78.6214, 121.4192
13191.467, 78.8587, 124.5717
13191.650, 79.7186, 114.9113
13191.833, 79.4051, 124.3396
13192.017, 79.3379, 115.3956
13192.200, 80.2213, 121.0982
13192.383, 80.1886, 113.2038
13192.566, 79.6828, 114.4431
13192.749, 80.5564, 115.3461
13192.932, 80.5591, 115.5613
13193.115, 80.5994, 110.4921
13193.298, 81.0509, 109.4897
13193.481, 80.3169, 110.0789
13193.665, 81.2419, 108.6822
13193.848, 81.0511, 108.3361
13194.031, 80.9841, 105.8729
13194.214, 81.7412, 103.0867
13194.397, 81.2129, 106.1276
13194.580, 80.7142, 99.1769
13194.763, 81.6626, 107.2173
13194.946, 81.6284, 99.5339
13195.129, 81.2960, 99.7665
13195.313, 81.8675, 103.2905
13195.496, 81.8075, 101.5559
13195.679, 82.4604, 94.1753
13195.862, 82.2224, 98.0990
13196.045, 81.4631, 94.7467
13196.228, 82.7537, 95.2705
13196.411, 82.3858, 91.1403
13196.594, 81.8462, 92.7239
13196.777, 82.4456, 93.9975
13196.960, 82.5698, 88.7113
13197.144, 82.9022, 87.6395
13197.327, 82.3958, 90.0621
13197.510, 82.8065, 86.3510
13197.693, 82.5546, 83.9508
13197.876, 83.0315, 84.6129
13198.059, 82.4344, 85.1068
13198.242, 82.8855, 82.0615
13198.425, 83.1046, 82.6278
13198.608, 82.9520, 79.4592
13198.792, 82.8811, 80.5919
13198.975, 83.1261, 78.3235
13199.158, 83.3540, 78.7603
13199.341, 83.5843, 77.3161
13199.524, 83.5936, 73.6550
13199.707, 83.8174, 72.3756
13199.890, 83.2353, 69.4472
13200.073, 83.5920, 68.2678
13200.256, 83.5214, 68.1439
13200.439, 83.4835, 66.6722
13200.623, 83.3839, 64.3602
13200.806, 83.6320, 66.1769
13200.989, 83.3376, 59.7823
13201.172, 83.9323, 58.9956
13201.355, 83.2963, 61.0850
13201.538, 83.1856, 55.8491
13201.721, 83.5052, 56.6296
13201.904, 83.4122, 53.7513
13202.087, 83.3376, 49.1690
13202.271, 82.7895, 51.8255
13202.454, 82.6966, 45.3024
13202.637, 82.3845, 54.3829
13202.820, 82.9016, 46.0540
13203.003, 82.3998, 47.7443
13203.186, 82.7144, 44.8271
13203.369, 82.2721, 41.4656
13203.552, 81.8071, 44.2543
13203.735, 81.7847, 41.4563
13203.918, 81.6968, 43.6227
13204.102, 81.6950, 39.6905
13204.285, 81.7804, 40.5186
13204.468, 80.9050, 38.1214
13204.651, 80.9596, 38.0001
13204.834, 80.8567, 42.9907
13205.017, 80.5798, 37.7090
13205.200, 80.5526, 38.7281
13205.383, 81.0284, 37.5997
13205.566, 80.0062, 39.1647
13205.750, 79.9360, 43.1830
13205.933, 80.4852, 36.6712
13206.116, 79.8396, 40.2086
13206.299, 80.2130, 36.4299
13206.482, 79.6112, 43.3373
13206.665, 79.8829, 37.8224
13206.848, 79.1000, 39.3710
13207.031, 79.7282, 43.4273
13207.214, 79.6485, 44.3831
13207.397, 80.1846, 41.1414
13207.581, 79.3036, 41.6559
13207.764, 79.9732, 39.9647
13207.947, 79.5708, 41.6169
13208.130, 79.2882, 42.6112
13208.313, 79.1797, 45.0292
13208.496, 80.0085, 44.3142
13208.679, 79.0376, 44.5372
13208.862, 80.1882, 46.8479
13209.045, 79.6977, 44.9219
13209.229, 79.8653, 47.5615
13209.412, 80.1503, 47.9861
13209.595, 80.7721, 48.4828
13209.778, 80.2672, 45.3945
13209.961, 80.9021, 43.0318
13210.144, 80.8233, 48.0382
13210.327, 80.9690, 46.1009
13210.510, 81.0034, 41.6211
13210.693, 81.8632, 44.7467
13210.876, 81.2034, 42.5766
13211.060, 81.5185, 39.4622
13211.243, 81.1135, 40.3055
13211.426, 81.9443, 39.9147
13211.609, 81.3493, 39.7981
13211.792, 81.2339, 38.3050
13211.975, 82.0606, 42.0472
13212.158, 82.0813, 37.5465
13212.341, 82.1258, 38.7484
13212.524, 82.5783, 35.6943
13212.708, 82.0748, 33.1211
13212.891, 82.6515, 33.8632
13213.074, 82.6772, 32.9912
13213.257, 82.2985, 29.2276
13213.440, 82.0994, 33.5254
13213.623, 83.4386, 30.2238
13213.806, 83.0398, 25.2647
13213.989, 82.3584, 25.2759
13214.172, 83.0847, 23.4219
13214.355, 82.5575, 24.1189
13214.539, 82.5492, 23.1803
13214.722, 82.7559, 23.7504
13214.905, 83.0765, 21.7764
13215.088, 83.1448, 20.2105
13215.271, 83.2471, 16.4876
13215.454, 83.0305, 16.6827
13215.637, 82.9878, 13.5962
13215.820, 82.5405, 12.7347
13216.003, 83.4615, 12.4977
13216.187, 82.3581, 9.5263
13216.370, 82.3796, 9.5823
13216.553, 83.0710, 10.5173
13216.736, 82.8556, 6.9060
13216.919, 82.3313, 2.8288
13217.102, 82.0471, 8.7063
13217.285, 82.5497, 4.8299
13217.468, 82.1027, 3.7703
13217.651, 82.1817, 3.2904
13217.834, 82.4042, 4.8739
13218.018, 81.6473, 2.6608
13218.201, 82.5924, 2.8883
13218.384, 82.1228, 3.1455
13218.567, 82.5602, 1.2528
13218.750, 82.4926, -3.6081
13218.933, 82.0449, -2.6161
13219.116, 82.1042, -0.8876
13219.299, 81.9231, -5.4046
13219.482, 82.2500, -1.9520
13219.666, 81.8266, -6.2033
13219.849, 82.3364, -3.3341
13220.032, 82.0637, -4.0921
13220.215, 82.9609, -8.0127
13220.398, 82.2912, -11.6799
13220.581, 82.2469, -6.0367
13220.764, 82.5191, -16.1290
13220.947, 82.4363, -11.8578
13221.130, 81.9512, -17.5943
13221.313, 82.1793, -15.1207
13221.497, 81.9430, -14.1618
13221.680, 82.5095, -19.0649
13221.863, 82.5341, -19.3851
13222.046, 81.8885, -25.6731
13222.229, 82.0595, -21.6518
13222.412, 82.1155, -25.7553
13222.595, 81.6532, -28.4666
13222.778, 81.1981, -27.2536
13222.961, 82.0748, -25.1093
13223.145, 81.8224, -33.9887
13223.328, 81.7432, -33.0422
13223.511, 81.1280, -32.9708
13223.694, 81.2542, -37.1815
13223.877, 81.6823, -36.2722
13224.060, 81.2350, -42.0339
13224.243, 80.9584, -41.2194
13224.426, 80.6746, -47.4459
13224.609, 80.6802, -47.3250
13224.792, 80.0165, -53.5018
13224.976, 79.6045, -44.6204
13225.159, 80.1326, -53.4755
13225.342, 79.2286, -56.2143
13225.525, 78.8366, -60.1363
13225.708, 78.1616, -56.7082
13225.891, 78.1753, -58.5714
13226.074, 77.9314, -62.7590
13226.257, 76.7026, -63.5170
13226.440, 76.2450, -66.4265
13226.624, 76.1540, -62.7673
13226.807, 75.1893, -62.3500
13226.990, 75.6068, -68.0769
13227.173, 73.0956, -68.5274
13227.356, 73.5991, -62.7764
13227.539, 72.7150, -65.1160
13227.722, 72.7633, -56.6753
13227.905, 72.2349, -74.5133
13228.088, 68.4697, -63.1116
13228.271, 69.0087, -68.2043
13228.455, 67.9957, -34.2265
13228.638, 68.4868, -54.2773
13228.821, 63.5871, -32.8862
13229.004, 67.1136, 4.6057
13229.187, 70.6015, -11.6215
13229.370, 68.5639, -18.9765
13229.553, 68.9428, 5.2054
13229.736, 70.6498, -16.8369
13229.919, 69.1356, 3.4302
13230.103, 70.5322, 17.7060
13230.286, 70.3929, 9.7418
13230.469, 73.6583, 5.8191
13230.652, 71.8970, 5.8916
13230.835, 74.5784, 21.5832
13231.018, 74.2832, 4.2936
13231.201, 75.2975, 3.1853
13231.384, 74.0007, 5.5272
13231.567, 75.7466, 6.5299
13231.750, 74.4382, 1.6356
13231.934, 77.0196, 2.0119
13232.117, 75.6692, 3.3677
13232.300, 76.7708, -5.6439
13232.483, 76.5030, -5.2367
13232.666, 75.8429, -5.3125
13232.849, 76.0484, -5.1031
13233.032, 76.9121, -9.5789
13233.215, 76.1400, -2.5480
13233.398, 76.6270, -11.2685
13233.582, 75.9715, -6.4062
13233.765, 77.3135, -2.6467
13233.948, 76.7577, -14.5501
13234.131, 76.9891, -10.0448
13234.314, 77.5275, -12.9373
13234.497, 75.6915, -14.5182
13234.680, 76.3548, -8.4506
13234.863, 76.7592, -7.5784
13235.046, 77.4949, -13.1104
13235.229, 76.9743, -9.9049
13235.413, 76.9097, -13.6861
13235.596, 77.5414, -10.3001
13235.779, 77.0485, -8.7280
13235.962, 77.5934, -13.2001
13236.145, 77.5697, -13.4594
13236.328, 77.9230, -6.9357
13236.511, 78.2638, -15.9792
13236.694, 78.1560, -12.4960
13236.877, 78.1655, -14.8874
13237.061, 78.5506, -17.7186
13237.244, 78.6960, -18.1617
13237.427, 78.5841, -14.5879
13237.610, 78.1981, -22.2727
13237.793, 78.0650, -12.6448
13237.976, 79.6788, -19.4094
13238.159, 79.4200, -19.8704
13238.342, 78.3738, -20.7311
13238.525, 79.8927, -23.6392
13238.708, 78.9397, -20.5925
13238.892, 79.4511, -22.5292
13239.075, 79.5180, -21.5837
13239.258, 79.9876, -24.1960
13239.441, 80.3738, -27.8464
13239.624, 80.1991, -28.7810
13239.807, 80.0091, -29.0354
13239.990, 80.2336, -30.2405
13240.173, 80.9379, -31.6663
13240.356, 80.2912, -39.0329
13240.540, 80.1920, -30.6798
13240.723, 80.7279, -37.9503
13240.906, 80.5979, -34.7789
13241.089, 81.3969, -38.5664
13241.272, 80.4838, -44.2324
13241.455, 80.9939, -40.0235
13241.638, 81.5564, -45.2124
13241.821, 80.7948, -44.4931
13242.004, 81.8622, -47.5228
13242.188, 81.2172, -55.3955
13242.371, 80.9106, -55.2656
13242.554, 81.2398, -52.5085
13242.737, 80.8088, -57.9765
13242.920, 80.8725, -54.3363
13243.103, 81.3221, -61.5735
13243.286, 81.4453, -59.0356
13243.469, 80.2915, -66.2937
13243.652, 81.4586, -59.3749
13243.835, 81.4928, -71.5291
13244.019, 81.7156, -69.8422
13244.202, 80.4786, -76.1817
13244.385, 80.4362, -73.3689
13244.568, 80.9522, -76.0629
13244.751, 80.9261, -77.9893
13244.934, 80.6756, -84.1174
13245.117, 80.3428, -85.7196
13245.300, 79.6052, -85.9843
13245.483, 79.9884, -88.3272
13245.667, 80.2201, -88.4123
13245.850, 79.1345, -95.0382
13246.033, 79.3551, -93.8025
13246.216, 79.3951, -96.5321
13246.399, 78.8979, -95.2122
13246.582, 78.4810, -103.4703
13246.765, 78.7517, -102.6876
13246.948, 78.2055, -105.4817
13247.131, 77.4468, -107.7281
13247.314, 77.9660, -105.0533
13247.498, 76.6212, -112.6143
13247.681, 77.8485, -112.0818
13247.864, 75.9738, -109.1890
13248.047, 77.6148, -118.3844
13248.230, 75.3021, -123.8352
13248.413, 75.7479, -121.9506
13248.596, 75.4441, -118.9974
13248.779, 74.5411, -124.2038
13248.962, 74.4698, -130.1064
13249.146, 74.8611, -126.2119
13249.329, 72.7006, -142.5518
13249.512, 71.9251, -132.6561
13249.695, 72.0019, -135.6874
13249.878, 70.6455, -126.8608
13250.061, 71.4286, -130.2975
13250.244, 71.5669, -135.9153
13250.427, 69.3615, -141.0352
13250.610, 71.1244, -143.0831
13250.793, 67.4666, -154.4334
13250.977, 67.7433, -148.5666
13251.160, 65.1472, -122.7276
13251.343, 69.3277, -151.3971
13251.526, 64.8612, -168.4037
13251.709, 64.2855, -141.0316
13251.892, 64.2628, -166.9978
13252.075, 62.5997, -154.5555
13252.258, 63.5622, -177.0238
13252.441, 52.9812, 150.6200
13252.625, 60.9670, -163.3805
13252.808, 60.6650, 141.3926
13252.991, 56.4465, 130.4670
13253.174, 56.8109, 72.2674
13253.357, 55.5194, 118.6599
13253.540, 57.6725, 82.3667
13253.723, 61.9324, 78.9327
13253.906, 64.7559, 54.4405
13254.089, 64.4106, 45.6612
13254.272, 64.3081, 18.2530
13254.456, 64.9382, 41.2889
13254.639, 64.4678, 21.8327
13254.822, 66.2801, 36.6326
13255.005, 65.9879, 26.8381
13255.188, 67.8828, 38.8041
13255.371, 68.6154, 18.7245
13255.554, 69.7825, 28.5820
13255.737, 69.4647, 20.4976
13255.920, 70.0129, 18.8811
13256.104, 69.7693, 19.3458
13256.287, 71.5409, 27.3261
13256.470, 72.9689, 12.8071
13256.653, 72.8708, 17.4750
13256.836, 73.0358, 1.9585
13257.019, 74.2565, 5.0249
13257.202, 72.4285, 2.0499
13257.385, 73.2360, -1.7096
13257.568, 73.5527, 0.9763
13257.751, 73.9045, 5.5657
13257.935, 74.4312, -2.1948
13258.118, 74.9364, -3.1104
13258.301, 74.8785, -8.3126
13258.484, 74.9615, -8.6963
13258.667, 75.1310, -7.0663
13258.850, 75.1018, -12.0813
13259.033, 75.8792, -9.0928
13259.216, 76.0505, -15.0379
13259.399, 75.3677, -20.7356
13259.583, 75.5538, -12.6123
13259.766, 76.3694, -20.2884
13259.949, 77.0057, -17.7979
13260.132, 76.1958, -25.0292
13260.315, 75.8441, -25.0640
13260.498, 76.8982, -27.7214
13260.681, 75.4438, -29.2509
13260.864, 77.2318, -23.3503
13261.047, 76.0625, -37.9243
13261.230, 76.5792, -29.6592
13261.414, 75.3612, -41.6807
13261.597, 75.7751, -23.2852
13261.780, 76.2018, -26.7175
13261.963, 76.9385, -40.1762
13262.146, 75.3589, -30.5339
13262.329, 76.8055, -34.1654
13262.512, 75.7815, -30.1196
13262.695, 76.9435, -39.3382
13262.878, 76.1319, -29.8590
13263.062, 76.5180, -39.0610
13263.245, 76.5550, -32.1541
13263.428, 77.6599, -42.0521
13263.611, 76.1985, -39.5048
13263.794, 76.1570, -36.2242
13263.977, 77.2544, -41.3223
13264.160, 76.2305, -36.3952
13264.343, 77.1959, -41.9510
13264.526, 76.6843, -43.8985
13264.709, 76.3302, -38.3213
13264.893, 77.6019, -40.4401
13265.076, 76.9908, -39.8358
13265.259, 78.1376, -48.1637
13265.442, 76.3067, -43.3206
13265.625, 77.0085, -47.9648
13265.808, 77.5403, -42.9488
13265.991, 76.5735, -44.7156
13266.174, 77.7782, -53.2401
13266.357, 76.6781, -43.0045
13266.541, 77.4406, -48.9637
13266.724, 77.5447, -46.3959
13266.907, 76.2579, -50.9052
13267.090, 77.3729, -47.0769
13267.273, 77.5892, -46.6342
13267.456, 76.8191, -50.4077
13267.639, 78.2124, -49.0949
13267.822, 76.9652, -52.1524
13268.005, 77.7459, -52.9447
13268.188, 76.7711, -48.1963
13268.372, 77.3206, -54.1119
13268.555, 76.9437, -47.8072
13268.738, 77.3972, -52.5428
13268.921, 77.0746, -45.5994
13269.104, 77.5002, -49.1205
13269.287, 78.0156, -42.9210
13269.470, 78.6707, -50.2795
13269.653, 78.6193, -50.4300
13269.836, 78.3588, -53.1876
13270.020, 78.1961, -52.7459
13270.203, 78.1692, -53.9323
13270.386, 78.0594, -47.9670
13270.569, 79.2748, -53.4162
13270.752, 79.0242, -50.7431
13270.935, 79.1534, -55.3117
13271.118, 79.2313, -54.6264
13271.301, 79.3987, -51.7597
13271.484, 80.0800, -56.2714
13271.667, 80.3429, -61.0254
13271.851, 78.8554, -63.7362
13272.034, 79.9741, -57.0402
13272.217, 80.5135, -61.6293
13272.400, 79.4890, -62.8761
13272.583, 80.5656, -62.5156
13272.766, 80.5899, -68.4288
13272.949, 80.3691, -66.4862
13273.132, 80.3657, -70.9703
13273.315, 80.4384, -71.0420
13273.499, 80.0316, -75.5037
13273.682, 79.9700, -68.8581
13273.865, 80.6157, -74.6667
13274.048, 80.4727, -76.4856
13274.231, 80.0315, -78.3636
13274.414, 80.0517, -80.7538
13274.597, 79.5751, -78.6411
13274.780, 80.0655, -79.3040
13274.963, 79.9371, -79.6677
13275.146, 79.8494, -81.1075
13275.330, 80.2516, -80.7151
13275.513, 79.7242, -89.0947
13275.696, 79.9608, -84.1971
13275.879, 80.0928, -88.3348
13276.062, 79.1450, -92.3549
13276.245, 78.2454, -87.6607
13276.428, 79.1790, -87.1173
13276.611, 78.6103, -87.4435
13276.794, 79.0012, -88.2038
13276.978, 78.8791, -93.7721
13277.161, 77.8240, -83.9594
13277.344, 78.9763, -86.2743
13277.527, 78.3619, -90.1414
13277.710, 78.5587, -89.1376
13277.893, 78.5663, -90.5103
13278.076, 77.9104, -89.5132
13278.259, 78.4494, -87.7168
13278.442, 77.6329, -96.9390
13278.625, 77.4829, -85.4074
13278.809, 77.5644, -83.6296
13278.992, 77.6275, -88.1518
13279.175, 77.8154, -84.7921
13279.358, 77.7922, -80.5988
13279.541, 78.2608, -82.6302
13279.724, 78.1649, -87.2495
13279.907, 78.3539, -80.8007
13280.090, 77.7321, -88.4872
13280.273, 78.4289, -82.4940
13280.457, 78.5452, -83.0977
13280.640, 77.7282, -86.5801
13280.823, 78.5240, -79.3716
13281.006, 78.3998, -86.0216
13281.189, 78.3666, -80.2556
13281.372, 78.1978, -81.7383
13281.555, 78.7057, -76.5781
13281.738, 78.2713, -80.8684
13281.921, 79.1410, -77.7259
13282.104, 79.5919, -77.9783
13282.288, 79.8738, -75.7991
13282.471, 79.7294, -82.0585
13282.654, 80.0457, -77.9844
13282.837, 80.1102, -78.4051
13283.020, 80.3478, -82.5524
13283.203, 81.0747, -77.9352
13283.386, 81.0594, -81.9175
13283.569, 81.6338, -83.0713
13283.752, 80.5533, -86.9153
13283.936, 82.2495, -84.3524
13284.119, 81.3378, -88.8211
13284.302, 81.9589, -86.5289
13284.485, 81.9237, -87.8958
13284.668, 82.8100, -91.5495
13284.851, 81.6703, -93.6211
13285.034, 81.8718, -95.1801
13285.217, 82.8010, -91.2411
13285.400, 82.3800, -96.5160
13285.583, 82.5798, -95.6618
13285.767, 82.9375, -95.8541
13285.950, 83.0762, -100.6843
13286.133, 83.5149, -104.7810
13286.316, 82.5196, -103.9015
13286.499, 83.3853, -106.0785
13286.682, 82.8009, -106.9755
13286.865, 83.3278, -111.5887
13287.048, 82.3922, -108.5853
13287.231, 82.8443, -111.8984
13287.415, 83.7221, -113.3785
13287.598, 82.2179, -116.4986
13287.781, 83.0572, -117.2341
13287.964, 82.7042, -116.4657
13288.147, 83.0519, -119.4064
13288.330, 82.1050, -119.5644
13288.513, 83.2266, -122.8512
13288.696, 81.9414, -127.0356
13288.879, 82.1583, -120.5354
13289.063, 82.4580, -125.7104
13289.246, 81.7699, -127.7118
13289.429, 81.8871, -125.6533
13289.612, 81.9556, -125.3402
13289.795, 81.8431, -129.7491
13289.978, 82.0682, -131.5075
13290.161, 81.1376, -128.0069
13290.344, 81.5020, -132.8332
13290.527, 81.1727, -130.2207
13290.710, 80.7121, -129.7961
13290.894, 81.4252, -136.3680
13291.077, 80.1845, -127.4572
13291.260, 80.9397, -135.3380
13291.443, 80.3449, -127.5242
13291.626, 80.9069, -128.1290
13291.809, 80.9336, -133.3870
13291.992, 80.6525, -140.3078
13292.175, 78.9647, -129.2850
13292.358, 79.9923, -131.0555
13292.542, 79.7883, -128.7396
13292.725, 79.4974, -129.3919
13292.908, 80.1691, -128.1137
13293.091, 79.1140, -122.6969
13293.274, 80.4486, -125.9687
13293.457, 79.8272, -120.1410
13293.640, 81.0793, -122.0153
13293.823, 80.6237, -127.0899
13294.006, 81.1433, -122.0564
13294.189, 81.3442, -125.6644
13294.373, 81.1151, -123.5191
13294.556, 81.3015, -127.1527
13294.739, 81.5921, -123.7820
13294.922, 81.5528, -127.3425
13295.105, 81.9477, -129.6481
13295.288, 81.6086, -119.2735
13295.471, 82.7051, -131.0633
13295.654, 82.4675, -131.3843
13295.837, 82.5978, -128.6850
13296.021, 82.3941, -136.3713
13296.204, 82.1351, -129.8732
13296.387, 82.7300, -132.6577
13296.570, 82.7815, -135.1180
13296.753, 82.9503, -132.6316
13296.936, 82.9221, -133.6642
13297.119, 83.3249, -138.0043
13297.302, 83.4826, -139.6968
13297.485, 84.0142, -140.0608
13297.668, 83.1301, -146.1140
13297.852, 83.0658, -145.6439
13298.035, 82.9967, -143.2833
13298.218, 83.0873, -143.6150
13298.401, 83.9585, -145.1970
13298.584, 82.9613, -149.0346
13298.767, 83.4246, -145.7495
13298.950, 83.9400, -150.1874
13299.133, 83.1370, -151.6398
13299.316, 83.8429, -150.6815
13299.500, 83.6874, -155.1276
13299.683, 83.0819, -154.9252
13299.866, 83.9557, -152.6432
13300.049, 83.4833, -157.5475
13300.232, 83.8602, -157.1553
13300.415, 83.4257, -157.2211
13300.598, 83.9482, -161.1215
13300.781, 83.8812, -162.9996
13300.964, 83.3749, -163.6356
13301.147, 83.8024, -164.1993
13301.331, 83.5844, -166.8226
13301.514, 82.9066, -166.6679
13301.697, 83.8910, -167.8441
13301.880, 83.3202, -168.6654
13302.063, 83.2006, -167.1848
13302.246, 83.4192, -171.3536
13302.429, 83.6193, -171.1288
13302.612, 83.3370, -173.5042
13302.795, 83.4906, -174.8721
13302.979, 82.6904, -174.4380
13303.162, 83.5988, -175.4245
13303.345, 83.1059, -176.7645
13303.528, 83.5037, -179.0506
13303.711, 82.9353, -177.7538
13303.894, 83.4326, 178.5907
13304.077, 83.0150, 177.2747
13304.260, 82.9273, 178.5748
13304.443, 83.1786, 175.8530
13304.626, 83.0126, 176.6786
13304.810, 83.2655, 174.8000
13304.993, 83.3479, 170.0018
13305.176, 83.0488, 168.0168
13305.359, 82.3165, 167.9539
13305.542, 82.8274, 171.3912
13305.725, 82.6857, 163.9069
13305.908, 82.4812, 164.9114
13306.091, 82.3938, 166.3783
13306.274, 82.5795, 164.0549
13306.458, 82.3777, 159.6158
13306.641, 82.0375, 160.8152
13306.824, 82.1588, 159.1447
13307.007, 82.1999, 157.0144
13307.190, 81.4312, 159.5749
13307.373, 81.8657, 155.0204
13307.556, 82.0192, 153.1847
13307.739, 81.4084, 153.0877
13307.922, 81.1613, 149.7115
13308.105, 81.1728, 152.8000
13308.289, 80.9830, 149.1938
13308.472, 80.9819, 149.5597
13308.655, 81.0140, 146.3846
13308.838, 80.6073, 144.7498
